301
0.00	0.0
0.04	1.8
0.08	3.5
0.12	5.3
0.16	6.9
0.20	8.6
0.24	10.2
0.28	11.8
0.32	13.4
0.36	14.9
0.40	16.4
0.44	17.9
0.48	19.3
0.52	20.7
0.56	22.1
0.60	23.4
0.64	24.7
0.68	26.0
0.72	27.2
0.76	28.4
0.80	29.6
0.84	30.7
0.88	31.9
0.92	32.9
0.96	34.0
1.00	35.0
1.04	36.0
1.08	36.9
1.12	37.9
1.16	38.7
1.20	39.6
1.24	40.4
1.28	41.2
1.32	42.0
1.36	42.7
1.40	43.4
1.44	44.1
1.48	44.7
1.52	45.3
1.56	45.9
1.60	46.4
1.64	46.9
1.68	47.4
1.72	47.8
1.76	48.2
1.80	48.6
1.84	48.9
1.88	49.3
1.92	49.5
1.96	49.8
2.00	50.0
2.04	50.2
2.08	50.3
2.12	50.5
2.16	50.5
2.20	50.6
2.24	50.6
2.28	50.6
2.32	50.6
2.36	50.5
2.40	50.4
2.44	50.3
2.48	50.1
2.52	49.9
2.56	49.7
2.60	49.4
2.64	49.1
2.68	48.8
2.72	48.4
2.76	48.0
2.80	47.6
2.84	47.1
2.88	46.7
2.92	46.1
2.96	45.6
3.00	45.0
3.04	44.4
3.08	43.7
3.12	43.1
3.16	42.3
3.20	41.6
3.24	40.8
3.28	40.0
3.32	39.2
3.36	38.3
3.40	37.4
3.44	36.5
3.48	35.5
3.52	34.5
3.56	33.5
3.60	32.4
3.64	31.3
3.68	30.2
3.72	29.0
3.76	27.8
3.80	26.6
3.84	25.3
3.88	24.1
3.92	22.7
3.96	21.4
4.00	20.0
4.04	18.6
4.08	17.1
4.12	15.7
4.16	14.1
4.20	12.6
4.24	11.0
4.28	9.4
4.32	7.8
4.36	6.1
4.40	4.4
4.44	2.7
4.48	0.9
4.52	-0.9
4.56	-2.7
4.60	-4.6
4.64	-6.5
4.68	-8.4
4.72	-10.4
4.76	-12.4
4.80	-14.4
4.84	-16.5
4.88	-18.5
4.92	-20.7
4.96	-22.8
5.00	-25.0
5.04	-27.2
5.08	-29.5
5.12	-31.7
5.16	-34.1
5.20	-36.4
5.24	-38.8
5.28	-41.2
5.32	-43.6
5.36	-46.1
5.40	-48.6
5.44	-51.1
5.48	-53.7
5.52	-56.3
5.56	-58.9
5.60	-61.6
5.64	-64.3
5.68	-67.0
5.72	-69.8
5.76	-72.6
5.80	-75.4
5.84	-78.3
5.88	-81.1
5.92	-84.1
5.96	-87.0
6.00	-90.0
6.04	-87.0
6.08	-84.1
6.12	-81.1
6.16	-78.3
6.20	-75.4
6.24	-72.6
6.28	-69.8
6.32	-67.0
6.36	-64.3
6.40	-61.6
6.44	-58.9
6.48	-56.3
6.52	-53.7
6.56	-51.1
6.60	-48.6
6.64	-46.1
6.68	-43.6
6.72	-41.2
6.76	-38.8
6.80	-36.4
6.84	-34.1
6.88	-31.7
6.92	-29.5
6.96	-27.2
7.00	-25.0
7.04	-22.8
7.08	-20.7
7.12	-18.5
7.16	-16.5
7.20	-14.4
7.24	-12.4
7.28	-10.4
7.32	-8.4
7.36	-6.5
7.40	-4.6
7.44	-2.7
7.48	-0.9
7.52	0.9
7.56	2.7
7.60	4.4
7.64	6.1
7.68	7.8
7.72	9.4
7.76	11.0
7.80	12.6
7.84	14.1
7.88	15.7
7.92	17.1
7.96	18.6
8.00	20.0
8.04	21.4
8.08	22.7
8.12	24.1
8.16	25.3
8.20	26.6
8.24	27.8
8.28	29.0
8.32	30.2
8.36	31.3
8.40	32.4
8.44	33.5
8.48	34.5
8.52	35.5
8.56	36.5
8.60	37.4
8.64	38.3
8.68	39.2
8.72	40.0
8.76	40.8
8.80	41.6
8.84	42.3
8.88	43.1
8.92	43.7
8.96	44.4
9.00	45.0
9.04	45.6
9.08	46.1
9.12	46.7
9.16	47.1
9.20	47.6
9.24	48.0
9.28	48.4
9.32	48.8
9.36	49.1
9.40	49.4
9.44	49.7
9.48	49.9
9.52	50.1
9.56	50.3
9.60	50.4
9.64	50.5
9.68	50.6
9.72	50.6
9.76	50.6
9.80	50.6
9.84	50.5
9.88	50.5
9.92	50.3
9.96	50.2
10.00	50.0
10.04	49.8
10.08	49.5
10.12	49.3
10.16	48.9
10.20	48.6
10.24	48.2
10.28	47.8
10.32	47.4
10.36	46.9
10.40	46.4
10.44	45.9
10.48	45.3
10.52	44.7
10.56	44.1
10.60	43.4
10.64	42.7
10.68	42.0
10.72	41.2
10.76	40.4
10.80	39.6
10.84	38.7
10.88	37.9
10.92	36.9
10.96	36.0
11.00	35.0
11.04	34.0
11.08	32.9
11.12	31.9
11.16	30.7
11.20	29.6
11.24	28.4
11.28	27.2
11.32	26.0
11.36	24.7
11.40	23.4
11.44	22.1
11.48	20.7
11.52	19.3
11.56	17.9
11.60	16.4
11.64	14.9
11.68	13.4
11.72	11.8
11.76	10.2
11.80	8.6
11.84	6.9
11.88	5.3
11.92	3.5
11.96	1.8
12.00	0.0
