704
0.00	53.3
0.01	53.1
0.02	53.0
0.03	52.8
0.04	52.7
0.05	52.5
0.06	52.4
0.07	52.2
0.08	52.1
0.09	51.9
0.10	51.8
0.11	51.6
0.12	51.5
0.13	51.3
0.14	51.2
0.15	51.0
0.16	50.9
0.17	50.7
0.18	50.6
0.19	50.4
0.20	50.3
0.21	50.1
0.22	50.0
0.23	49.8
0.24	49.7
0.25	49.5
0.26	49.4
0.27	49.2
0.28	49.1
0.29	48.9
0.30	48.8
0.31	48.6
0.32	48.5
0.33	48.3
0.34	48.2
0.35	48.0
0.36	47.9
0.37	47.7
0.38	47.6
0.39	47.4
0.40	47.3
0.41	47.1
0.42	47.0
0.43	46.8
0.44	46.7
0.45	46.5
0.46	46.4
0.47	46.2
0.48	46.1
0.49	45.9
0.50	45.8
0.51	45.6
0.52	45.5
0.53	45.3
0.54	45.2
0.55	45.0
0.56	44.9
0.57	44.7
0.58	44.6
0.59	44.4
0.60	44.3
0.61	44.1
0.62	44.0
0.63	43.8
0.64	43.7
0.65	43.5
0.66	43.4
0.67	43.2
0.68	43.1
0.69	42.9
0.70	42.8
0.71	42.6
0.72	42.5
0.73	42.3
0.74	42.2
0.75	42.0
0.76	41.9
0.77	41.7
0.78	41.6
0.79	41.4
0.80	41.3
0.81	41.1
0.82	41.0
0.83	40.8
0.84	40.7
0.85	40.5
0.86	40.4
0.87	40.2
0.88	40.1
0.89	39.9
0.90	39.8
0.91	39.6
0.92	39.5
0.93	39.3
0.94	39.2
0.95	39.0
0.96	38.9
0.97	38.7
0.98	38.6
0.99	38.4
1.00	38.3
1.01	38.1
1.02	38.0
1.03	37.8
1.04	37.7
1.05	37.5
1.06	37.4
1.07	37.2
1.08	37.1
1.09	36.9
1.10	36.8
1.11	36.6
1.12	36.5
1.13	36.3
1.14	36.2
1.15	36.0
1.16	35.9
1.17	35.7
1.18	35.6
1.19	35.4
1.20	35.3
1.21	35.1
1.22	35.0
1.23	34.8
1.24	34.7
1.25	34.5
1.26	34.4
1.27	34.2
1.28	34.1
1.29	33.9
1.30	33.8
1.31	33.6
1.32	33.5
1.33	33.3
1.34	33.2
