151
0.00	9.0
0.02	8.9
0.04	8.8
0.06	8.6
0.08	8.5
0.10	8.4
0.12	8.3
0.14	8.2
0.16	8.0
0.18	7.9
0.20	7.8
0.22	7.7
0.24	7.6
0.26	7.4
0.28	7.3
0.30	7.2
0.32	7.1
0.34	7.0
0.36	6.8
0.38	6.7
0.40	6.6
0.42	6.5
0.44	6.4
0.46	6.2
0.48	6.1
0.50	6.0
0.52	5.9
0.54	5.8
0.56	5.6
0.58	5.5
0.60	5.4
0.62	5.3
0.64	5.2
0.66	5.0
0.68	4.9
0.70	4.8
0.72	4.7
0.74	4.6
0.76	4.4
0.78	4.3
0.80	4.2
0.82	4.1
0.84	4.0
0.86	3.8
0.88	3.7
0.90	3.6
0.92	3.5
0.94	3.4
0.96	3.2
0.98	3.1
1.00	3.0
1.02	2.9
1.04	2.8
1.06	2.6
1.08	2.5
1.10	2.4
1.12	2.3
1.14	2.2
1.16	2.0
1.18	1.9
1.20	1.8
1.22	1.7
1.24	1.6
1.26	1.4
1.28	1.3
1.30	1.2
1.32	1.1
1.34	1.0
1.36	0.8
1.38	0.7
1.40	0.6
1.42	0.5
1.44	0.4
1.46	0.2
1.48	0.1
1.50	0.0
1.52	-0.1
1.54	-0.2
1.56	-0.4
1.58	-0.5
1.60	-0.6
1.62	-0.7
1.64	-0.8
1.66	-1.0
1.68	-1.1
1.70	-1.2
1.72	-1.3
1.74	-1.4
1.76	-1.6
1.78	-1.7
1.80	-1.8
1.82	-1.9
1.84	-2.0
1.86	-2.2
1.88	-2.3
1.90	-2.4
1.92	-2.5
1.94	-2.6
1.96	-2.8
1.98	-2.9
2.00	-3.0
2.02	-3.1
2.04	-3.2
2.06	-3.4
2.08	-3.5
2.10	-3.6
2.12	-3.7
2.14	-3.8
2.16	-4.0
2.18	-4.1
2.20	-4.2
2.22	-4.3
2.24	-4.4
2.26	-4.6
2.28	-4.7
2.30	-4.8
2.32	-4.9
2.34	-5.0
2.36	-5.2
2.38	-5.3
2.40	-5.4
2.42	-5.5
2.44	-5.6
2.46	-5.8
2.48	-5.9
2.50	-6.0
2.52	-6.1
2.54	-6.2
2.56	-6.4
2.58	-6.5
2.60	-6.6
2.62	-6.7
2.64	-6.8
2.66	-7.0
2.68	-7.1
2.70	-7.2
2.72	-7.3
2.74	-7.4
2.76	-7.6
2.78	-7.7
2.80	-7.8
2.82	-7.9
2.84	-8.0
2.86	-8.2
2.88	-8.3
2.90	-8.4
2.92	-8.5
2.94	-8.6
2.96	-8.8
2.98	-8.9
3.00	-9.0
