301
0.00	0.000e+000	0.000e+000	-1.833e+003
0.04	0.000e+000	-7.333e+004	-1.833e+003
0.08	0.000e+000	-1.466e+005	-1.831e+003
0.12	0.000e+000	-2.198e+005	-1.827e+003
0.16	0.000e+000	-2.927e+005	-1.822e+003
0.20	0.000e+000	-3.655e+005	-1.816e+003
0.24	0.000e+000	-4.380e+005	-1.808e+003
0.28	0.000e+000	-5.101e+005	-1.799e+003
0.32	0.000e+000	-5.819e+005	-1.789e+003
0.36	0.000e+000	-6.532e+005	-1.777e+003
0.40	0.000e+000	-7.240e+005	-1.764e+003
0.44	0.000e+000	-7.943e+005	-1.751e+003
0.48	0.000e+000	-8.641e+005	-1.735e+003
0.52	0.000e+000	-9.332e+005	-1.719e+003
0.56	0.000e+000	-1.002e+006	-1.702e+003
0.60	0.000e+000	-1.069e+006	-1.683e+003
0.64	0.000e+000	-1.136e+006	-1.664e+003
0.68	0.000e+000	-1.202e+006	-1.643e+003
0.72	0.000e+000	-1.268e+006	-1.621e+003
0.76	0.000e+000	-1.332e+006	-1.599e+003
0.80	0.000e+000	-1.395e+006	-1.575e+003
0.84	0.000e+000	-1.458e+006	-1.550e+003
0.88	0.000e+000	-1.520e+006	-1.525e+003
0.92	0.000e+000	-1.580e+006	-1.498e+003
0.96	0.000e+000	-1.639e+006	-1.471e+003
1.00	0.000e+000	-1.698e+006	-1.443e+003
1.04	0.000e+000	-1.755e+006	-1.414e+003
1.08	0.000e+000	-1.811e+006	-1.384e+003
1.12	0.000e+000	-1.866e+006	-1.354e+003
1.16	0.000e+000	-1.919e+006	-1.323e+003
1.20	0.000e+000	-1.971e+006	-1.291e+003
1.24	0.000e+000	-2.022e+006	-1.258e+003
1.28	0.000e+000	-2.072e+006	-1.225e+003
1.32	0.000e+000	-2.120e+006	-1.191e+003
1.36	0.000e+000	-2.167e+006	-1.156e+003
1.40	0.000e+000	-2.213e+006	-1.121e+003
1.44	0.000e+000	-2.257e+006	-1.086e+003
1.48	0.000e+000	-2.300e+006	-1.050e+003
1.52	0.000e+000	-2.341e+006	-1.013e+003
1.56	0.000e+000	-2.381e+006	-9.758e+002
1.60	0.000e+000	-2.419e+006	-9.382e+002
1.64	0.000e+000	-2.456e+006	-9.002e+002
1.68	0.000e+000	-2.491e+006	-8.618e+002
1.72	0.000e+000	-2.525e+006	-8.230e+002
1.76	0.000e+000	-2.557e+006	-7.838e+002
1.80	0.000e+000	-2.587e+006	-7.444e+002
1.84	0.000e+000	-2.616e+006	-7.046e+002
1.88	0.000e+000	-2.644e+006	-6.646e+002
1.92	0.000e+000	-2.670e+006	-6.244e+002
1.96	0.000e+000	-2.694e+006	-5.839e+002
2.00	0.000e+000	-2.716e+006	-5.432e+002
2.04	0.000e+000	-2.737e+006	-5.024e+002
2.08	0.000e+000	-2.756e+006	-4.615e+002
2.12	0.000e+000	-2.774e+006	-4.204e+002
2.16	0.000e+000	-2.790e+006	-3.792e+002
2.20	0.000e+000	-2.804e+006	-3.380e+002
2.24	0.000e+000	-2.817e+006	-2.968e+002
2.28	0.000e+000	-2.828e+006	-2.555e+002
2.32	0.000e+000	-2.838e+006	-2.143e+002
2.36	0.000e+000	-2.845e+006	-1.731e+002
2.40	0.000e+000	-2.851e+006	-1.320e+002
2.44	0.000e+000	-2.856e+006	-9.099e+001
2.48	0.000e+000	-2.859e+006	-5.010e+001
2.52	0.000e+000	-2.860e+006	-9.358e+000
2.56	0.000e+000	-2.859e+006	3.121e+001
2.60	0.000e+000	-2.857e+006	7.157e+001
2.64	0.000e+000	-2.854e+006	1.117e+002
2.68	0.000e+000	-2.848e+006	1.516e+002
2.72	0.000e+000	-2.842e+006	1.912e+002
2.76	0.000e+000	-2.833e+006	2.305e+002
2.80	0.000e+000	-2.823e+006	2.695e+002
2.84	0.000e+000	-2.812e+006	3.081e+002
2.88	0.000e+000	-2.799e+006	3.463e+002
2.92	0.000e+000	-2.784e+006	3.841e+002
2.96	0.000e+000	-2.768e+006	4.215e+002
3.00	0.000e+000	-2.750e+006	4.584e+002
3.04	0.000e+000	-2.731e+006	4.948e+002
3.08	0.000e+000	-2.711e+006	5.307e+002
3.12	0.000e+000	-2.689e+006	5.661e+002
3.16	0.000e+000	-2.665e+006	6.009e+002
